ENTRY (NUMBER),First author (name),publication (year),Scientific (Journal),DOI (number),matrix (used),Sample name (tag),PFAS (abreviation),PFAS (Subfamily),Empirical (Formula),MW ([g/mol]),pKa1 ([-]),pKa2 ([-]),f(+) ([-]),f(+-) ([-]),f(- + -) ([-]),f(-) ([-]),f(- -) ([-]),f (0) ([-]),sum ([-]),charge [+] / mol ([C/mol]),charge [-] / mol ([C/mol]),Effective MW ([g/mol]),Faraday (C/mol),net charge density ([C/g]),C number ([n]),F number ([n]),C/F ([-]),%F ([%]),CF2 ([n]),log (S),log (Kow),pH (measured),pH (method),Fe ((g/kg)),Fe ((mmol/kg)),Fe (%),Al ((g/kg)),Al ((mmol/kg)),Al (%),Fe/Al (method),CEC (cmol+/kg),CEC (method),Sand (% mineral),Silt (% mineral),Clay (% mineral),Texture (method),Sum (% mineral),Corg (%),foc,Batch information (Contact solution),SL min (g/L),SL max (g/L),Cin min (ppb),Cin max (ppb),Kd (L/Kg),Koc (L/Kg OC),log Koc ([-]),log Kd ([-]),Comments on the derivation of Kd (from literature studies),KFr (reported),KFr (reported units),1/n ([-]),Harmonized KFr ((ug/kg)/(ug/L)^(1/n)),Cw (ug/L),Cs (ug/kg),Kd (L/kg),,
32,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID2,PFOSB,Zwitterionic,C15H15F17N2O4S,642.04769999999996,2.2999999999999998,6.8,4.607065072794039E-8,3.7447630811207798E-2,0.96255232311814132,0,0,0,0.99999999999999989,0.99999999999999989,-1.9625522770474904,641.08514772295234,96485,-144.86664802763778,15,17,0.55727554179566563,50.307788658070109,6,1.2615007731982801,4.5999999999999996,8.2100000000000009,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,11.4,BaCl2-TEA (pH 8.2),28.7,40,31.3,Pipette,100,1.7,1.7000000000000001E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,3.2102385,3210.2384999999999,3.8403000000000005,225.9,2.3539162309203632,0.58436515229863695,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
33,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID3,PFOSB,Zwitterionic,C15H15F17N2O4S,642.04769999999996,2.2999999999999998,6.8,3.3799023800085573E-5,0.62936727449901508,0.37059892647718473,0,0,0,0.99999999999999989,0.99999999999999989,-1.3705651274533845,641.6771348725465,96485,-55.719573566294322,15,17,0.55727554179566563,50.307788658070109,6,1.2615007731982801,4.5999999999999996,6.57,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,9.93,BaCl2-TEA (pH 8.2),20,50,30,Pipette,100,2.9,2.8999999999999998E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,3.2102385,3210.2384999999999,86.205399999999997,2972.6,3.4731364734564774,1.9355344713554334,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
34,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID4,PFOSB,Zwitterionic,C15H15F17N2O4S,642.04769999999996,2.2999999999999998,6.8,6.2389396280713178E-3,0.98880529447061138,4.9557659013172595E-3,0,0,0,1,1,-0.99871682627324587,642.04898317372658,96485,0.1928311083274033,15,17,0.55727554179566563,50.307788658070109,6,1.2615007731982801,4.5999999999999996,4.5,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,11.497016666666671,KNN input,51.2,36.200000000000003,12.6,Pipette,100,7.3,7.2999999999999995E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,3.2102385,3210.2384999999999,78.058899999999994,1069.3,3.0290995668235428,1.8924224269439986,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
35,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID5,PFOSB,Zwitterionic,C15H15F17N2O4S,642.04769999999996,2.2999999999999998,6.8,1.3797010070559295E-3,0.97675351165579716,2.1866787337146917E-2,0,0,0,1,1,-1.020487086330091,642.02721291366981,96485,-3.0788360443292091,15,17,0.55727554179566563,50.307788658070109,6,1.2615007731982801,4.5999999999999996,5.15,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,0.57999999999999996,BaCl2-TEA (pH 8.2),59.2,32.200000000000003,8.6,Pipette,100,1.8,1.8000000000000002E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,3.2102385,3210.2384999999999,3.0816000000000003,171.2,2.2335037603411343,0.48877626544444053,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
36,Yue Zhi,2018,Chemical Engeneering Journal, 10.1016/j.cej.2018.04.042,soil,Peat,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.99416209263371969,5.8379073662803002E-3,0,0,0,0,1,1,-5.8379073662803002E-3,514.0960620926337,96485,186.58328001446654,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,5.4687999999999999,KNN input,not reported,not reported,not reported,not reported,not reported,not reported,not reported,21.5806,KNN input,41.737499999999997,35.036999999999999,21.887,KNN input,98.66149999999999,46.9,0.46899999999999997,5 mM CaCl2 + 0.2 g/L NaN3,0.19999999999999998,-,2,3500,457.0881896148756,974.60168361380727,2.9888271572849172,2.6600000000000006,Reported Kd at Cw = 0.5 ppb,,,,,,,,,
37,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID1,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.58549867867180971,0.41450132132819034,0,0,0,0,1,1,-0.41450132132819034,513.6873986786718,96485,109.97318633270007,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,7.55,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,2.52,BaCl2-TEA (pH 8.2),45.3,30,24.7,Pipette,100,3.4,3.4000000000000002E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.5655095000000001,2565.5095000000001,12.008800000000001,353.2,2.5480206949055311,1.0794996119477862,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
38,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID2,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.23607530085516112,0.76392469914483896,0,0,0,0,1,1,-0.76392469914483896,513.33797530085519,96485,44.37179109856568,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,8.2100000000000009,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,11.4,BaCl2-TEA (pH 8.2),28.7,40,31.3,Pipette,100,1.7,1.7000000000000001E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.5655095000000001,2565.5095000000001,32.560099999999998,1915.2999999999997,3.2822368086651026,1.5126857300433767,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
39,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID3,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.93098511963181751,6.9014880368182624E-2,0,0,0,0,1.0000000000000002,1.0000000000000002,-6.9014880368182624E-2,514.03288511963194,96485,174.74776783351226,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,6.57,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,9.93,BaCl2-TEA (pH 8.2),20,50,30,Pipette,100,2.9,2.8999999999999998E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.5655095000000001,2565.5095000000001,80.7012,2782.8,3.4444819946856122,1.9068799925845683,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
40,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID4,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.99936944051165999,6.3055948833989266E-4,0,0,0,0,0.99999999999999989,0.99999999999999989,-6.3055948833989266E-4,514.1012694405116,96485,187.55868969688487,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,4.5,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,11.497016666666671,KNN input,51.2,36.200000000000003,12.6,Pipette,100,7.3,7.2999999999999995E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.5655095000000001,2565.5095000000001,40.288699999999999,551.9,2.7418603940652635,1.6051832541857194,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
41,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID5,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.99718953802678978,2.8104619732101889E-3,0,0,0,0,1,1,-2.8104619732101889E-3,514.09908953802676,96485,187.15036562887764,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,5.15,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,0.57999999999999996,BaCl2-TEA (pH 8.2),59.2,32.200000000000003,8.6,Pipette,100,1.8,1.8000000000000002E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.5655095000000001,2565.5095000000001,27.999000000000002,1555.5,3.1918700154447222,1.4471425205480284,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
42,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,BS,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.20076000891310153,0.79923999108689847,0,0,0,0,1,1,-0.79923999108689847,513.30266000891311,96485,37.736662926399504,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,8.3000000000000007,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,24.8,not reported,30.683900000000001,38.891100000000002,30.567799999999998,KNN input,100.14279999999999,0.1,1E-3,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,7.2705808490156238,7270.5808490156232,3.861569108169284,0.861569108169284,Calculated in this study at Cw = 10% S,794.32823472428208,(umol/kg)/(umol/L)^N,0.24,91.149597106711511,27.860000000000003,202.55838245357529,7.2705808490156238,,
43,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,NF,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.24025307335204252,0.75974692664795762,0,0,0,0,1.0000000000000002,1.0000000000000002,-0.75974692664795762,513.34215307335216,96485,45.156661387710919,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,8.1999999999999993,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,41.3,not reported,34.417400000000001,33.425600000000003,31.142800000000001,KNN input,98.985800000000012,0.1,1E-3,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,33.389693528550119,33389.693528550117,4.5236124328468126,1.5236124328468124,Calculated in this study at Cw = 10% S,3981.0717055349769,(umol/kg)/(umol/L)^N,0.27,378.8337340049855,27.860000000000003,930.23686170540634,33.389693528550119,,
44,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,SW,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.1663375308165618,0.83366246918343823,0,0,0,0,1,1,-0.83366246918343823,513.26823753081658,96485,31.268400199559157,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,8.4,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,22.5,not reported,31.346399999999999,39.162100000000002,29.6173,KNN input,100.1258,0.9,9.0000000000000011E-3,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,15.831635542528499,1759.0706158364997,3.2452832740524311,1.1995257834917559,Calculated in this study at Cw = 10% S,1584.8931924611156,(umol/kg)/(umol/L)^N,0.21,219.31122566309,27.860000000000003,441.06936621484402,15.831635542528499,,
45,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,CE,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.24025307335204252,0.75974692664795762,0,0,0,0,1.0000000000000002,1.0000000000000002,-0.75974692664795762,513.34215307335216,96485,45.156661387710919,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,8.1999999999999993,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,38.200000000000003,not reported,33.491900000000001,33.659599999999998,31.685300000000002,KNN input,98.836799999999997,1.2,1.2E-2,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,28.782830916403558,2398.5692430336298,3.3799522604018106,1.4591335064494353,Calculated in this study at Cw = 10% S,5011.8723362727324,(umol/kg)/(umol/L)^N,0.4,211.89571465726797,27.860000000000003,801.88966933100323,28.782830916403558,,
46,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,UND,PFOAAmS,Cationic,C14H16F15N2O+,513.1019,7.7,-,0.24025307335204252,0.75974692664795762,0,0,0,0,1.0000000000000002,1.0000000000000002,-0.75974692664795762,513.34215307335216,96485,45.156661387710919,14,15,0.58947368421052626,55.544522442813019,7,2.4449811120879446,5.0999999999999996,8.1999999999999993,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,41,not reported,34.556900000000013,33.706099999999999,30.8308,KNN input,99.093800000000002,5.3,5.2999999999999999E-2,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,106.18129911255488,2003.4207379727336,3.3017721649658722,2.0260480345666609,Calculated in this study at Cw = 10% S,7943.2823472428154,(umol/kg)/(umol/L)^N,0.11,2051.5458351943957,27.860000000000003,2958.2109932757794,106.18129911255488,,
47,Yue Zhi,2018,Chemical Engeneering Journal, 10.1016/j.cej.2018.04.042,soil,Peat,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,6.7435099292343498E-4,0.99468599066067098,4.6396583464056755E-3,0,0,0,1.0000000000000002,1.0000000000000002,-1.0039653073534824,556.07993469264659,96485,-0.6880174164388726,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,5.4687999999999999,KNN input,not reported,not reported,not reported,not reported,not reported,not reported,not reported,21.5806,KNN input,41.737499999999997,35.036999999999999,21.887,KNN input,98.66149999999999,46.9,0.46899999999999997,5 mM CaCl2 + 0.2 g/L NaN3,0.19999999999999998,-,2,3500,50.118723362727238,106.86294960069775,2.0288271572849168,1.7000000000000002,Reported Kd at Cw = 0.5 ppb,,,,,,,,,
48,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID1,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,3.5993370466973346E-6,0.64006269599321897,0.35993370466973423,0,0,0,1,1,-1.3599301053326873,555.72396989466722,96485,-62.491197238813911,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,7.55,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,2.52,BaCl2-TEA (pH 8.2),45.3,30,24.7,Pipette,100,3.4,3.4000000000000002E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.7804194999999998,2780.4195,0.87380000000000002,25.7,1.4099331233312946,-5.8587959626450331E-2,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
49,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID2,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,3.445747815494851E-7,0.28008089754400023,0.71991875788121829,0,0,0,1,1,-1.7199184133064369,555.36398158669363,96485,-125.07352008932629,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,8.2100000000000009,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,11.4,BaCl2-TEA (pH 8.2),28.7,40,31.3,Pipette,100,1.7,1.7000000000000001E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.7804194999999998,2780.4195,4.5933999999999999,270.2,2.4316853446860116,0.66213426606428571,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
50,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID3,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,5.0714183599219327E-5,0.94434228926465436,5.5606996551746432E-2,0,0,0,1,1,-1.0555562823681472,556.02834371763186,96485,-9.6404220483638419,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,6.57,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,9.93,BaCl2-TEA (pH 8.2),20,50,30,Pipette,100,2.9,2.8999999999999998E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.7804194999999998,2780.4195,4.7849999999999993,164.99999999999997,2.2174839442139063,0.67988194211286235,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
51,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID4,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,6.266891148988399E-3,0.99323531199265291,4.9779685835851827E-4,0,0,0,0.99999999999999978,0.99999999999999978,-0.99423090570937001,556.08966909429046,96485,1.000973572370091,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,4.5,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,11.497016666666671,KNN input,51.2,36.200000000000003,12.6,Pipette,100,7.3,7.2999999999999995E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.7804194999999998,2780.4195,7.0225999999999997,96.2,1.983175072037813,0.84649793215826885,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
52,Mejia-Avendaño,2021,Environmental Science and Technology, 10.1021/acs.est.9b04989,soil,ID5,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,1.4073987676516508E-3,0.99636202450641898,2.2305767259292674E-3,0,0,0,0.99999999999999989,0.99999999999999989,-1.0008231779582775,556.08307682204168,96485,-0.142828164738107,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,5.15,1:10 deionized water,not reported,not reported,not reported,not reported,not reported,not reported,not reported,0.57999999999999996,BaCl2-TEA (pH 8.2),59.2,32.200000000000003,8.6,Pipette,100,1.8,1.8000000000000002E-2,50 mM CaCl2 + 0.2 g/L NaN3,100,-,2.7804194999999998,2780.4195,1.9116000000000002,106.2,2.0261245167454502,0.28139702184875637,Calculated in this study from reported Koc at Cw = 10 nM,,,,,,,,,
53,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,BS,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,2.4025301563051595E-7,0.24025301563051635,0.75974674411646803,0,0,0,1,1,-1.7597465038634523,555.32415349613655,96485,-132.00243670974268,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,8.3000000000000007,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,24.8,not reported,30.683900000000001,38.891100000000002,30.567799999999998,KNN input,100.14279999999999,0.1,1E-3,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,1.1950038198728716,1195.0038198728716,3.0773692935243728,7.736929352437262E-2,Calculated in this study at Cw = 10% S,199.52623149688802,(umol/kg)/(umol/L)N,0.18,35.564365386620011,62.68,74.902839429631598,1.1950038198728716,,
54,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,NF,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,3.5847541913797248E-7,0.28474714687591224,0.71525249464866858,0,0,0,1,1,-1.7152521361732493,555.36864786382671,96485,-124.26179011746645,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,8.1999999999999993,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,41.3,not reported,34.417400000000001,33.425600000000003,31.142800000000001,KNN input,98.985800000000012,0.1,1E-3,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,4.3596220469965017,4359.6220469965019,3.6394488401817204,0.63944884018172055,Calculated in this study at Cw = 10% S,794.32823472428208,(umol/kg)/(umol/L)N,0.22,109.95359935731885,62.68,273.26110990574074,4.3596220469965017,,
55,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,SW,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,1.5946931805270739E-7,0.20075997689803979,0.79923986363264199,0,0,0,0.99999999999999978,0.99999999999999978,-1.7992397041633237,555.2846602958366,96485,-138.87407373204633,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,8.4,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,22.5,not reported,31.346399999999999,39.162100000000002,29.6173,KNN input,100.1258,0.9,9.0000000000000011E-3,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,4.9209423080959338,546.77136756621485,2.7378057640640798,0.6920482735034047,Calculated in this study at Cw = 10% S,1000,(umol/kg)/(umol/L)N,0.27,100.91423553294175,62.68,308.44466387145314,4.9209423080959338,,
56,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,CE,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,3.5847541913797248E-7,0.28474714687591224,0.71525249464866858,0,0,0,1,1,-1.7152521361732493,555.36864786382671,96485,-124.26179011746645,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,8.1999999999999993,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,38.200000000000003,not reported,33.491900000000001,33.659599999999998,31.685300000000002,KNN input,98.836799999999997,1.2,1.2E-2,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,1.4120386148219302,117.66988456849418,2.070665327420834,0.14984657346845892,Calculated in this study at Cw = 10% S,398.10717055349761,(umol/kg)/(umol/L)N,0.42,15.566156282030592,62.68,88.506580377038588,1.4120386148219302,,
57,XIao,2019,Environmental Science and Technology,10.1021/acs.est.9b05379,soil,UND,PFOAB,Zwitterionic,C15H15F15N2O3,556.08389999999997,2.2999999999999998,7.8,3.5847541913797248E-7,0.28474714687591224,0.71525249464866858,0,0,0,1,1,-1.7152521361732493,555.36864786382671,96485,-124.26179011746645,14,15,0.58947368421052626,51.251259027639541,7,2.7971289877965524,5.3,8.1999999999999993,Figure S1,not reported,not reported,not reported,not reported,not reported,not reported,not reported,41,not reported,34.556900000000013,33.706099999999999,30.8308,KNN input,99.093800000000002,5.3,5.2999999999999999E-2,"2 mM NaHCO3 + 1 mM NaCl + 3,1 mM NaN3",0.2,15,-,-,2.7838620253091007,52.525698590737747,1.7203718372243002,0.44464770682508931,Calculated in this study at Cw = 10% S,630.95734448019323,(umol/kg)/(umol/L)N,0.32,46.418961336958382,62.68,174.49247174637443,2.7838620253091007,,
58,Nguyen,2020,Environmental Science and Technology, 10.1021/acs.est.0c05705,soil,S1,AmPr-FHxSA,Cationic,C11H13F13N2O2S,484.0487,6.8,9.1999999999999993,0.16361598295586155,0.82002241874855242,0,1.6361598295586179E-2,0,0,1.0000000000000002,0.98363840170441397,-0.83638401704413856,484.1959543846603,96485,29.343159882454376,11,13,0.53441295546558698,51.027923430018504,6,2.592953571547866,4.3,7.5,1:10 CaCl2,not reported,not reported,not reported,not reported,not reported,not reported,not reported,41.4,not reported,16.899999999999999,17.5,65.599999999999994,not reported,100,0.7,6.9999999999999993E-3,10 mM CaCl2,100,-,5,-,9.32,1331.4285714285716,3.1243178723397245,0.96941591235398139,Reported Kd at the soil pH condition ,,,,,,,,,
