Source,URL,year,Longitude,Latitude,pH,CEC,Sand,Silt,Clay,Corg
SoilGrids,https://soilgrids.org,2024,-91.577986100000004,37.382483299999997,5.7,5,19.3,67.400000000000006,13.3,1.1000000000000001
SoilGrids,https://soilgrids.org,2024,-91.521697200000006,36.914955599999999,5.3,3.35,37.6,52.5,9.9,2.4
SoilGrids,https://soilgrids.org,2024,-91.5109444,38.873361099999997,6,32.549999999999997,15.8,51.9,32.299999999999997,0.2
SoilGrids,https://soilgrids.org,2024,-91.496863899999994,36.930027799999998,5,2,35.799999999999997,46.4,17.8,0.2
SoilGrids,https://soilgrids.org,2024,-91.487077799999994,37.053380599999997,4.7,3,11.4,68.2,20.399999999999999,0.1
SoilGrids,https://soilgrids.org,2024,-91.4814705,37.948424199999998,4.5999999999999996,3,32.200000000000003,43.9,23.9,0.4
SoilGrids,https://soilgrids.org,2024,-91.46875,37.034216700000002,4.7,7.4,12.7,51.8,35.5,0.1
SoilGrids,https://soilgrids.org,2024,-91.395444400000002,37.366411100000001,5,29.3,0.7,9.9,89.4,0.3
SoilGrids,https://soilgrids.org,2024,-91.392777800000005,38.7783333,4.4000000000000004,12,2.4,56.2,41.4,0.2
SoilGrids,https://soilgrids.org,2024,-91.391811099999998,37.306477800000003,4.7,1,66.3,27.1,6.6,1.3
SoilGrids,https://soilgrids.org,2024,-91.389541699999995,37.376297200000003,5.0999999999999996,6,19.100000000000001,35.299999999999997,45.6,0.2
SoilGrids,https://soilgrids.org,2024,-91.350830099999996,43.489166300000001,5.3,33.799999999999997,5.5,76.5,18,1.56
SoilGrids,https://soilgrids.org,2024,-91.318163900000002,38.007972199999998,7,7,8.8000000000000007,75.7,15.5,1
SoilGrids,https://soilgrids.org,2024,-91.287391700000001,33.055332200000002,8.1,14.05,11.5,76.900000000000006,11.6,0.05
SoilGrids,https://soilgrids.org,2024,-91.268861099999995,36.957916699999998,5,12.2,20.8,45.8,33.4,0.2
SoilGrids,https://soilgrids.org,2024,-91.259177800000003,37.174127800000001,5,4,6.4,58.4,35.200000000000003,0.4
SoilGrids,https://soilgrids.org,2024,-91.237099999999998,37.106383299999997,5.0999999999999996,7.85,21.5,33.200000000000003,45.3,0.1
SoilGrids,https://soilgrids.org,2024,-91.236487499999996,37.7557531,4.8,17.75,17.5,28.8,53.6,0.2
SoilGrids,https://soilgrids.org,2024,-91.235313899999994,37.112008299999999,5,9,37.6,54.5,7.9,3.1
SoilGrids,https://soilgrids.org,2024,-91.187837400000006,37.916420199999997,5,2.2000000000000002,43.2,48,8.6999999999999993,0.2
SoilGrids,https://soilgrids.org,2024,-91.183344399999996,37.1270472,4.7,3.95,15.2,57.2,27.6,0.1
SoilGrids,https://soilgrids.org,2024,-91.183333300000001,36.883333299999997,4.8,15.1,41.1,51.2,7.7,1.6
SoilGrids,https://soilgrids.org,2024,-91.140961099999998,37.173644400000001,4.8,4,25.9,24.3,27.8,0.9
SoilGrids,https://soilgrids.org,2024,-91.138741699999997,37.175033300000003,5.2,4,14.1,68.3,17.600000000000001,0.2
SoilGrids,https://soilgrids.org,2024,-91.116457999999994,38.176456700000003,7.5,21,65.8,7.3,26.9,0.4
SoilGrids,https://soilgrids.org,2024,-91.112068199999996,34.735675800000003,8.6,5.35,10.9,66.599999999999994,22.5,0.1
SoilGrids,https://soilgrids.org,2024,-91.110524999999996,38.163102799999997,5,14.9,10.8,65.8,23.4,0.3
SoilGrids,https://soilgrids.org,2024,-91.100399999999993,37.133650000000003,5.0999999999999996,7,49.4,43.3,18.100000000000001,0.1
SoilGrids,https://soilgrids.org,2024,-91.1003513,38.163671200000003,5.3,4,7.6,27.7,64.7,1.5
SoilGrids,https://soilgrids.org,2024,-91.077630600000006,37.137969400000003,5.3,28,13.5,52.6,33.9,0.2
SoilGrids,https://soilgrids.org,2024,-91.0772111,37.332430600000002,5,3,49.1,38.200000000000003,12.7,1.1000000000000001
SoilGrids,https://soilgrids.org,2024,-91.076452799999998,37.145341700000003,5,22,3.6,13.2,83.2,0.4
SoilGrids,https://soilgrids.org,2024,-91.071588899999995,37.145352799999998,4.8,4.9000000000000004,9,63.7,23.6,1.7
SoilGrids,https://soilgrids.org,2024,-91.053735700000004,37.994224699999997,4.7,9,28.4,21.8,49.8,0.1
SoilGrids,https://soilgrids.org,2024,-91.001308300000005,38.456261099999999,8,12,16.600000000000001,73.5,31.3,0.2
SoilGrids,https://soilgrids.org,2024,-90.9889771,37.937971099999999,4,2.9,28.7,53.8,17.5,0.4
SoilGrids,https://soilgrids.org,2024,-90.986075,37.1989667,4.5,5,16.7,40.6,42.7,0.4
SoilGrids,https://soilgrids.org,2024,-90.969833374023395,30.6596660614013,5.6,13.15,5.2,70.599999999999994,24.2,0.15
SoilGrids,https://soilgrids.org,2024,-90.961776733398395,30.8141059875488,4.5999999999999996,1,30.5,8.6999999999999993,17.5,0.1
SoilGrids,https://soilgrids.org,2024,-90.911857600000005,37.848494000000002,4.7,21,10,59.5,30.5,0.3
SoilGrids,https://soilgrids.org,2024,-90.903785400000004,37.8124842,4.7,17,19.2,70.2,10.6,3.1
SoilGrids,https://soilgrids.org,2024,-90.870187700000002,38.1306151,4.3,6,49.9,32.299999999999997,17.8,0.1
SoilGrids,https://soilgrids.org,2024,-90.852758300000005,37.1441667,5.3,3,15.6,19.7,64.7,0.4
SoilGrids,https://soilgrids.org,2024,-90.840835600000005,44.969165799999999,5.6,8.6,5.9,80.599999999999994,13.5,1.7399999999999998
SoilGrids,https://soilgrids.org,2024,-90.771194399999999,39.164805600000001,6.7,16,3,68.7,28.3,0.7
SoilGrids,https://soilgrids.org,2024,-90.743995699999999,34.729286199999997,7.6,16.8,1,91.7,7.3,1.7
SoilGrids,https://soilgrids.org,2024,-90.714798000000002,37.808067299999998,4.9000000000000004,5.55,27.7,52.3,20,0
SoilGrids,https://soilgrids.org,2024,-90.699166700000006,38.2330556,5,12.35,3.8,75.599999999999994,20.6,0.2
SoilGrids,https://soilgrids.org,2024,-90.697277799999995,37.919861099999999,4.4000000000000004,12,23.9,50.2,25.9,0.3
SoilGrids,https://soilgrids.org,2024,-90.692335900000003,38.413107599999996,4.9000000000000004,7,91.1,4.3,4.5999999999999996,0.1
SoilGrids,https://soilgrids.org,2024,-90.683753999999993,37.0340919,5,1.75,84.9,7.5,7.6,0.1
SoilGrids,https://soilgrids.org,2024,-90.597778300000002,37.206111900000003,4.9000000000000004,8.15,9,69.3,21.7,0.1
SoilGrids,https://soilgrids.org,2024,-90.522694400000006,37.813416699999998,5.0999999999999996,18.25,2.9,69.599999999999994,27.5,0.3
SoilGrids,https://soilgrids.org,2024,-90.518058800000006,32.205554999999997,4.8,10.7,0.8,81.599999999999994,17.600000000000001,6.9999999999999993E-2
SoilGrids,https://soilgrids.org,2024,-90.481361399999997,37.562694499999999,4.8,8,39.9,46,14.1,0.2
SoilGrids,https://soilgrids.org,2024,-90.386111099999994,37.270000000000003,4.5999999999999996,5,25,15.4,59.6,0.1
SoilGrids,https://soilgrids.org,2024,-90.378669700000003,37.443164799999998,4.8,19,4.3,61.2,34.5,0.3
SoilGrids,https://soilgrids.org,2024,-90.303054799999998,37.215278599999998,4.8,11,16.100000000000001,54,29.9,0.3
SoilGrids,https://soilgrids.org,2024,-90.300003099999998,14.199999800000001,6.1,24.6,33,33,34,3.3200000000000003
SoilGrids,https://soilgrids.org,2024,-90.284164399999995,37.196388200000001,5.6,5,57.4,17.3,25.3,0.2
SoilGrids,https://soilgrids.org,2024,-90.261329700000005,37.479362500000001,4.7,12,4.3,79.599999999999994,16.100000000000001,0.6
SoilGrids,https://soilgrids.org,2024,-90.233253500000004,37.212242099999997,4.7,14.8,4,69.3,26.7,0.1
SoilGrids,https://soilgrids.org,2024,-90.223731999999998,36.734329199999998,5.4,1.2,48.8,12.5,14.5,0.2
SoilGrids,https://soilgrids.org,2024,-90.216155999999998,36.706989299999996,6.3,5,62.7,30.5,6.8,0.04
SoilGrids,https://soilgrids.org,2024,-90.179361099999994,37.697138899999999,5.2,11,11.1,24.1,64.8,0.2
SoilGrids,https://soilgrids.org,2024,-90.1703033,37.585666699999997,5,7.8,12.2,68.400000000000006,19.399999999999999,0.1
SoilGrids,https://soilgrids.org,2024,-90.167777999999998,37.572498299999999,4.7,15,31.9,53.1,15,0.4
SoilGrids,https://soilgrids.org,2024,-90.064930599999997,37.410047200000001,4.8,8.5,29.3,51.5,19.2,0.1
SoilGrids,https://soilgrids.org,2024,-90.045694400000002,37.9593889,5.9,13.65,2.5,77.599999999999994,19.899999999999999,0.1
SoilGrids,https://soilgrids.org,2024,-90.033332799999997,43.209446,5,4.25,58.1,25.8,16.100000000000001,0.19
SoilGrids,https://soilgrids.org,2024,-89.916755699999996,37.338828999999997,5.0999999999999996,4,53.2,31.1,15.7,0.3
SoilGrids,https://soilgrids.org,2024,-89.866668700000005,14.2666664,5.3,15.95,11.8,15.8,72.400000000000006,0.91999999999999993
SoilGrids,https://soilgrids.org,2024,-89.858612100000002,39.426387800000001,4.5999999999999996,9,1.3,71.900000000000006,26.8,0.32999999999999996
SoilGrids,https://soilgrids.org,2024,-89.769081099999994,37.1764984,5.3,7,4.2,83.3,12.5,0.8
SoilGrids,https://soilgrids.org,2024,-89.607864399999997,36.395443,6.1,38,5.4,29.9,64.7,1.9
SoilGrids,https://soilgrids.org,2024,-89.553611799999999,45.502777100000003,5.7,9.3000000000000007,95.9,3.8,0.3,0.08
SoilGrids,https://soilgrids.org,2024,-89.542572000000007,31.033544500000001,4.5,3.75,46.8,45.6,7.6,0.52
SoilGrids,https://soilgrids.org,2024,-89.447219799999999,38.716667200000003,6.7,22.1,40.4,45.8,13.8,0.09
SoilGrids,https://soilgrids.org,2024,-89.210838317870994,37.118896484375,5.6,8.35,1.4,85.4,12.75,0.09
SoilGrids,https://soilgrids.org,2024,-89.084724399999999,46.106945000000003,4.9000000000000004,5.2,78.2,19.7,2.1,0.52
SoilGrids,https://soilgrids.org,2024,-88.887222300000005,37.973056800000002,7.6,7.75,56,25.7,18.3,0.08
SoilGrids,https://soilgrids.org,2024,-88.570274400000002,44.9638901,5.6,2.2000000000000002,96.1,2.6,1.3,0.06
SoilGrids,https://soilgrids.org,2024,-88.543052700000004,37.496387499999997,4.5,7.2,1,83,16,0.3
SoilGrids,https://soilgrids.org,2024,-88.438613899999993,38.574165299999997,4.5,24.95,11.4,67.900000000000006,20.7,1.31
SoilGrids,https://soilgrids.org,2024,-88.396705600000004,34.034023300000001,4.9000000000000004,5.2,44.5,27.6,27.9,0.02
SoilGrids,https://soilgrids.org,2024,-87.075859100000002,39.284736600000002,7.1,8.35,11,74.599999999999994,14.4,0.90999999999999992
SoilGrids,https://soilgrids.org,2024,-87.044441199999994,39.269443500000001,5.8,7.8,24,53.4,22.6,0.1
SoilGrids,https://soilgrids.org,2024,-86.986106899999996,41.155574799999997,4.2,1.25,97.3,3.9,1.5,0.02
SoilGrids,https://soilgrids.org,2024,-86.919441199999994,39.343055700000001,5.8,13.6,3,78,19,0.7
SoilGrids,https://soilgrids.org,2024,-86.908607500000002,39.3391685,5.0999999999999996,9.3000000000000007,3.2,44.4,16.2,0.15
SoilGrids,https://soilgrids.org,2024,-86.849723800000007,39.310276000000002,5.3,6.25,41.2,28,30.8,0.08
SoilGrids,https://soilgrids.org,2024,-86.829170199999993,32.177501700000001,4.8,3.45,59.4,5.8,34.799999999999997,0.21000000000000002
SoilGrids,https://soilgrids.org,2024,-86.781097399999993,31.085765800000001,5.9,0.5,74.2,7.3,18.5,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,-86.695274400000002,39.443611099999998,5.0999999999999996,13.75,8.4,68.8,22.8,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,-86.675003099999998,39.368057299999997,7.8,13.1,4.3,47.4,48.3,0.55000000000000004
SoilGrids,https://soilgrids.org,2024,-86.300003051757798,12.1000003814697,7,24.2,38,44,18,3.3600000000000003
SoilGrids,https://soilgrids.org,2024,-85.8280563,38.6252785,4.5,9.35,0.9,62.5,36.6,0.27
SoilGrids,https://soilgrids.org,2024,-85.790786699999998,38.947544100000002,5,11.05,71.3,8.5,20.2,6.9999999999999993E-2
SoilGrids,https://soilgrids.org,2024,-85.591056800000004,44.109169000000001,4.4000000000000004,1.55,82,14.6,3.4,0.28999999999999998
SoilGrids,https://soilgrids.org,2024,-85.520111099999994,42.937805599999997,6.7,8,13.8,33.5,52.7,0.53
SoilGrids,https://soilgrids.org,2024,-85.303397200000006,35.499219400000001,4.8,4.6500000000000004,63.1,20.100000000000001,16.8,0.55000000000000004
SoilGrids,https://soilgrids.org,2024,-85.0673599,35.841804500000002,4.9000000000000004,7.35,47.4,27.7,24.9,0.05
SoilGrids,https://soilgrids.org,2024,-84.667976400000001,37.484790799999999,4.8,6.1,3.1,57.5,39.4,0.22000000000000003
SoilGrids,https://soilgrids.org,2024,-84.535822199999998,45.389997200000003,6.2,0.9,92.2,5.7,2.1,3.16
SoilGrids,https://soilgrids.org,2024,-84.458610500000006,35.381942700000003,5.7,3.4,54.6,21.2,23.8,0.4
SoilGrids,https://soilgrids.org,2024,-84.403892499999998,31.994722400000001,5.25,0.3,71,3.6,25.4,0.55999999999999994
SoilGrids,https://soilgrids.org,2024,-84.3491669,33.002498600000003,4.9000000000000004,2.2000000000000002,63,14.5,22.5,0.25
SoilGrids,https://soilgrids.org,2024,-84.043052700000004,32.9886093,4.7,1.1000000000000001,31.9,22.2,45.8,0.09
SoilGrids,https://soilgrids.org,2024,-83.778793300000004,31.752136199999999,5.2,1.05,65.599999999999994,7.3,27.1,0.86999999999999988
SoilGrids,https://soilgrids.org,2024,-83.706108099999994,35.147499099999997,4.3,2.0499999999999998,41.9,45.5,12.6,5.85
SoilGrids,https://soilgrids.org,2024,-83.542777999999998,31.491666800000001,4.5,1.1000000000000001,74.599999999999994,4.9000000000000004,27.5,0.08
SoilGrids,https://soilgrids.org,2024,-83.5416666666667,10.1833333333333,4.3,2.5,7,29,64,0.94000000000000006
SoilGrids,https://soilgrids.org,2024,-83.503501900000003,31.007711400000002,5.2,1.35,48.3,6.9,44.8,0.33999999999999997
SoilGrids,https://soilgrids.org,2024,-80.032222200000007,41.067777800000002,4.8,7,5,37.4,57.6,0.57999999999999996
SoilGrids,https://soilgrids.org,2024,-79.993055600000005,40.559166699999999,4.8,11,9.9,61.3,28.8,0.19
SoilGrids,https://soilgrids.org,2024,-79.868888900000002,35.1363907,5.4,16.45,19.2,40.4,40.4,0.45
SoilGrids,https://soilgrids.org,2024,-79.749771100000004,36.333416,4.6500000000000004,3.8,71.5,20.8,7.7,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,-79.394996599999999,35.360832199999997,5.4,12.15,31.4,49,19.600000000000001,0.96
SoilGrids,https://soilgrids.org,2024,-79.245555600000003,40.850833299999998,4.4000000000000004,10,2.2999999999999998,37.700000000000003,64.900000000000006,0.42000000000000004
SoilGrids,https://soilgrids.org,2024,-79.145555599999994,41.9186111,4.8,12,11,64.3,24.7,0.19
SoilGrids,https://soilgrids.org,2024,-78.779747,35.304542499999997,4.5,3.1,41.3,24,34.700000000000003,0.04
SoilGrids,https://soilgrids.org,2024,-78.729164100000006,42.045833600000002,5.5,11.75,40,46.4,13.6,0.13999999999999999
SoilGrids,https://soilgrids.org,2024,-78.721107500000002,42.002498600000003,4.8,1,77.7,18.5,3.8,0.13999999999999999
SoilGrids,https://soilgrids.org,2024,-78.367782592773395,35.235286712646399,4.3,3.05,59.3,26.7,14,0.22999999999999998
SoilGrids,https://soilgrids.org,2024,-78.161944399999996,40.960555599999999,4.5,6,55.6,35.1,9.3000000000000007,3
SoilGrids,https://soilgrids.org,2024,-78.149711600000003,37.975048100000002,7.9,1.8,32.5,66.400000000000006,9.6999999999999993,0.21000000000000002
SoilGrids,https://soilgrids.org,2024,-78.120834400000007,43.256942700000003,6.1,4.05,50.8,41.1,8.1,0.02
SoilGrids,https://soilgrids.org,2024,-77.799705500000002,38.325042699999997,4.7,4.0999999999999996,31.8,37,31.2,0.12
SoilGrids,https://soilgrids.org,2024,-77.5605774,36.575164800000003,6.9,5,72.8,21.5,5.7,0.3
SoilGrids,https://soilgrids.org,2024,-77.172222199999993,40.9016667,7.4,7,19.399999999999999,44.2,36.4,0.08
SoilGrids,https://soilgrids.org,2024,-76.984444400000001,41.136111100000001,5.3,4,33,32.4,34.6,0.13
SoilGrids,https://soilgrids.org,2024,-76.8227768,39.027221699999998,5.0999999999999996,0.8,86.1,9.6999999999999993,4.2,0.22000000000000003
SoilGrids,https://soilgrids.org,2024,-75.915557899999996,38.5988884,5.7,0.95,57.9,30.4,11.7,1.02
SoilGrids,https://soilgrids.org,2024,-75.473333299999993,40.9488889,5,3,46.3,32.700000000000003,21,0.06
SoilGrids,https://soilgrids.org,2024,-75.279167200000003,40.797500599999999,5.0999999999999996,6.9,46.05,32.35,21.6,0.05
SoilGrids,https://soilgrids.org,2024,-75.14,40.269722199999997,5.2,5,6.3,78.400000000000006,15.3,0.08
SoilGrids,https://soilgrids.org,2024,-74.911666699999998,40.207777800000002,6.3,5,11.6,73,15.4,1.3
SoilGrids,https://soilgrids.org,2024,-74.829719499999996,39.944999699999997,6.3,1.8,70,20.5,9.5,0.28999999999999998
SoilGrids,https://soilgrids.org,2024,-74.250556900000007,43.011112199999999,5.9,4,63.8,27.9,8.3000000000000007,0.32
SoilGrids,https://soilgrids.org,2024,-73.419722222222205,-3.7880555555555602,4.5999999999999996,9.6999999999999993,19,32,49,0.4
SoilGrids,https://soilgrids.org,2024,-72.639724700000002,43.163887000000003,5.4,0.95,68.7,28,3.3,1.1800000000000002
SoilGrids,https://soilgrids.org,2024,-72.2,-8.6999999999999993,4.7,24,9,40.1,62.2,0.6
SoilGrids,https://soilgrids.org,2024,-72.113891600000002,43.031944299999999,4.7,3.05,54.7,33.5,11.8,3
SoilGrids,https://soilgrids.org,2024,-71.5,4.5,4.7,0.8,4,53,41,2.82
SoilGrids,https://soilgrids.org,2024,-71.336112999999997,4.5738887999999998,5.0999999999999996,0.75,18,51,31,0.90999999999999992
SoilGrids,https://soilgrids.org,2024,-71.243896500000005,44.496070899999999,5.3,0.85,85.5,13.2,1.3,2.0100000000000002
SoilGrids,https://soilgrids.org,2024,-70.933333333333294,4.56666666666667,5,4.5,74,17,9,0.22000000000000003
SoilGrids,https://soilgrids.org,2024,-70.656944300000006,43.213020299999997,4.9000000000000004,4.05,50.7,41.3,8,2.27
SoilGrids,https://soilgrids.org,2024,-69.37,-12.67,4.2,4.4000000000000004,30,29,41,0.2
SoilGrids,https://soilgrids.org,2024,-68.849999999999994,-4.7667000000000002,4.8,14.5,34,19,47,0.55000000000000004
SoilGrids,https://soilgrids.org,2024,-68.3,-8.3333333333333304,3.8,12.9,37,20,43,0.59000000000000008
SoilGrids,https://soilgrids.org,2024,-67.137496900000002,18.327499400000001,5.0999999999999996,5.6,3,31.6,65.400000000000006,0.13999999999999999
SoilGrids,https://soilgrids.org,2024,-66.287223800000007,18.1355553,4.2,10,7.9,43,49.1,0.18
SoilGrids,https://soilgrids.org,2024,-66.285797119140597,18.3171997070312,4.4000000000000004,9.0500000000000007,25,36,39,0.25
SoilGrids,https://soilgrids.org,2024,-66.283889799999997,18.238611200000001,4.4000000000000004,1.9,10.8,50.2,39,0.13
SoilGrids,https://soilgrids.org,2024,-66.283889799999997,18.239166300000001,5,2.9,1.9,14.9,83.2,0.5
SoilGrids,https://soilgrids.org,2024,-65.815002399999997,18.324388500000001,4.8,11.1,11.6,29,59.4,6.51
SoilGrids,https://soilgrids.org,2024,-65.799163800000002,18.1872215,4.2,4.9000000000000004,2.2999999999999998,52.8,45.1,0.33999999999999997
SoilGrids,https://soilgrids.org,2024,-65.7333,-8.9,4.5,1.8,51,29,20,0.26
SoilGrids,https://soilgrids.org,2024,-63.816699999999997,-9.6,5.5,2.5,22,25,53,0.22000000000000003
SoilGrids,https://soilgrids.org,2024,-63.333300000000001,-10.050000000000001,4.4000000000000004,2.6,88,8,4,1.01
SoilGrids,https://soilgrids.org,2024,-62.1666666666667,-9.1333333333333293,5.3,1.05,47,16,37.1,0.26500000000000001
SoilGrids,https://soilgrids.org,2024,-60.65,-7.95,4.5999999999999996,2.9,76,5,19,0.8
SoilGrids,https://soilgrids.org,2024,-59.7333,-11.216699999999999,4,2.8,39.1,23.9,33.6,0.2
SoilGrids,https://soilgrids.org,2024,-57.05,-9.4832999999999998,4.0999999999999996,2.6,11.3,17.600000000000001,70.8,0.9
SoilGrids,https://soilgrids.org,2024,-56.7,-6.1,4.4000000000000004,3.9,49,22,29,0.4
SoilGrids,https://soilgrids.org,2024,-55.2,-30.866700000000002,4.9000000000000004,12.6,81,11,8,0.80999999999999994
SoilGrids,https://soilgrids.org,2024,-54.316699999999997,-0.9667,5.0999999999999996,6.9,46.9,10.3,42.8,0.21000000000000002
SoilGrids,https://soilgrids.org,2024,-54.15,-6.65,5.5,9,66,23,11,1.59
SoilGrids,https://soilgrids.org,2024,-51.133299999999998,-29.133299999999998,4.5999999999999996,19,7,24,69,1.61
SoilGrids,https://soilgrids.org,2024,-48.083300000000001,-5.65,5.8,23.5,2,31,67,0.53
SoilGrids,https://soilgrids.org,2024,-47.716667200000003,-15.5972223,4.5999999999999996,1.9,36.9,19.2,43.9,1.3699999999999999
SoilGrids,https://soilgrids.org,2024,-47.5833321,-22.566667599999999,5.3,21.5,15,23,62,0.25
SoilGrids,https://soilgrids.org,2024,-43.666699999999999,-5.7,4.7,1.4,68,13,19,0.18
SoilGrids,https://soilgrids.org,2024,-41.916699999999999,-3.7,4.9000000000000004,8.6999999999999993,68,12,20,0.33999999999999997
SoilGrids,https://soilgrids.org,2024,-5.9141668999999997,13.519444500000001,5.4,3,75,8.8000000000000007,11.3,0.12
SoilGrids,https://soilgrids.org,2024,-1.6666700000000001,6.6666699999999999,4.8,3.1,43,7,50,0.24
SoilGrids,https://soilgrids.org,2024,0.31138900000000003,11.970833000000001,5,4,79,16,30,0.21000000000000002
SoilGrids,https://soilgrids.org,2024,2.0833330000000001,13.533333000000001,5.4,0.6,84.7,6.1,9.1999999999999993,0.08
SoilGrids,https://soilgrids.org,2024,2.4045999999999998,7.1538000000000004,7.2,5.9,71,17,12,0.4
SoilGrids,https://soilgrids.org,2024,3.5,6.6166669999999996,5.4,2.4,76,7,17,1.0699999999999998
SoilGrids,https://soilgrids.org,2024,3.5,8.5833329999999997,5.2,3.5,58,11.2,31.1,0.19
SoilGrids,https://soilgrids.org,2024,3.6833330000000002,6.8333329999999997,4.5999999999999996,1.4,52,19,29,0.15
SoilGrids,https://soilgrids.org,2024,4.8666669999999996,6.7833329999999998,5.2,1.7,27,36,37,0.18
SoilGrids,https://soilgrids.org,2024,7.6666666666666696,50,4.0999999999999996,12.5,17,56,27,1
SoilGrids,https://soilgrids.org,2024,10.1000003814697,54.333328247070298,4.8,1.1000000000000001,52.1,31.9,16,0.09
SoilGrids,https://soilgrids.org,2024,11.333333,4.1666670000000003,7.9,21.5,77,22,25,0.25
SoilGrids,https://soilgrids.org,2024,13.5313888888889,41.488611111111098,5.4,10.1,10,37,53,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,14.116667,-1.516667,5.4,0.1,98,1,1,0.47000000000000003
SoilGrids,https://soilgrids.org,2024,14.608333,-5.579167,4.9000000000000004,2.1,3,36,61,7.55
SoilGrids,https://soilgrids.org,2024,14.899999599999999,-5.4499997999999996,4.5,4.75,51.8,32.299999999999997,15.9,0.57000000000000006
SoilGrids,https://soilgrids.org,2024,15.14,-4.62,5.4,4.3,63,10,27,0.43
SoilGrids,https://soilgrids.org,2024,18.62,49.569722222222197,3.5,4,65,30,5,1.5
SoilGrids,https://soilgrids.org,2024,22.734999999999999,-18.754166999999999,7.7,9.1,86,4,10,0.6
SoilGrids,https://soilgrids.org,2024,22.957778000000001,-20.343889000000001,8.6,16.899999999999999,56,27,17,0.2
SoilGrids,https://soilgrids.org,2024,23.293388400000001,42.589611099999999,5.0999999999999996,2,54,27,19,9.84
SoilGrids,https://soilgrids.org,2024,24.083888999999999,-18.870833000000001,7.6,63.3,11,24,65,0.9
SoilGrids,https://soilgrids.org,2024,25.55,-18.447500000000002,7.4,54.3,49,5,46,0.2
SoilGrids,https://soilgrids.org,2024,25.628056000000001,-18.619721999999999,5.0999999999999996,2,82.8,2.8,14.4,0.1
SoilGrids,https://soilgrids.org,2024,25.719166999999999,-18.797222000000001,6.5,23.9,40,12,48,0.3
SoilGrids,https://soilgrids.org,2024,26.893611,-23.080556000000001,7,2.95,81,9,10,0.32
SoilGrids,https://soilgrids.org,2024,28.431110400000001,-20.0333328,4.7,1.05,90,3,7,0.2
SoilGrids,https://soilgrids.org,2024,29.334444000000001,-2.0733332999999998,4.5999999999999996,3.95,44.4,15.5,40.1,0.35
SoilGrids,https://soilgrids.org,2024,29.51,-1.65,5,11.2,27,28,49,1.56
SoilGrids,https://soilgrids.org,2024,29.62,-1.75,4.8,5.2,20,13,67,0.27
SoilGrids,https://soilgrids.org,2024,29.74,-1.75,4.9000000000000004,2.7,52,34,14,1.34
SoilGrids,https://soilgrids.org,2024,29.774999600000001,-2.3655555000000001,5,8.5500000000000007,58.2,10.199999999999999,31.6,1.65
SoilGrids,https://soilgrids.org,2024,29.88,-2.13,4.8,6.1,40,45,15,0.52
SoilGrids,https://soilgrids.org,2024,30.1,-23.716670000000001,5,1.3,35,13,53,0.4
SoilGrids,https://soilgrids.org,2024,31.133333,-10.166667,5.0999999999999996,1.5,48,7,45,0.13
SoilGrids,https://soilgrids.org,2024,32.096668200000003,-18.541665999999999,5.3,0.6,79,7,17.100000000000001,0.15
SoilGrids,https://soilgrids.org,2024,32.231945000000003,-17.279722199999998,5.9,1.3,92.2,7.1,0.7,0.03
SoilGrids,https://soilgrids.org,2024,32.447000000000003,-26.088999999999999,6.5,5.9,86,1,13,0.05
SoilGrids,https://soilgrids.org,2024,32.613334700000003,0.46944439999999998,4.7,5.4,50.5,17.100000000000001,32.4,1.86
SoilGrids,https://soilgrids.org,2024,33.4,-9.8699999999999992,6.4,6.1,86,4,10,0.41
SoilGrids,https://soilgrids.org,2024,34.358333000000002,-14.5,5.4,4.5999999999999996,26.8,24.7,48.5,0.08
SoilGrids,https://soilgrids.org,2024,37.461111000000002,-0.17222199999999999,5.7,0.5,28.9,66.2,4.8,0.55999999999999994
SoilGrids,https://soilgrids.org,2024,37.576388999999999,-0.38055600000000001,4.8,4.4000000000000004,12,17,71,0.84000000000000008
SoilGrids,https://soilgrids.org,2024,38.116667,-1.631111,5.9,6,44,7,49,0.43
SoilGrids,https://soilgrids.org,2024,83.466598510742202,27.700000762939499,5.3,2.35,54,55,14,0.13
SoilGrids,https://soilgrids.org,2024,90.200277777799997,27.393333333299999,5.4,5.2,8,51.5,40.5,0.55333332999999996
SoilGrids,https://soilgrids.org,2024,101.01805880000001,-1.0861111000000001,5,1.1499999999999999,29,13,58,0.25
SoilGrids,https://soilgrids.org,2024,101.2249985,-1.2305557,4.5,5.2,10.1,9,81,0.49000000000000005
SoilGrids,https://soilgrids.org,2024,101.53722380000001,13.5041666,4.5999999999999996,2.15,31,17,52,0.53
SoilGrids,https://soilgrids.org,2024,101.7638855,-0.91666669999999995,4.3,2.2000000000000002,4,5,91,0.89
SoilGrids,https://soilgrids.org,2024,106.3527756,-6.5222220000000002,4.8,9.1,7,30,63,1.23
SoilGrids,https://soilgrids.org,2024,113.597282409668,26.1155109405518,4.8,5.8,76,10,14,1.9300000000000002
SoilGrids,https://soilgrids.org,2024,116.916666666667,28.216666666666701,4.8,9.9,63,14,23,0.02
SoilGrids,https://soilgrids.org,2024,118.221964,-31.49708,9.1,26.4,22,9,50,8.3000000000000007
